id,title,repository,workstream,workstream_title,subsystem,suggested_lane,classification,parallelism,prerequisites,write_scope,completion_condition
CS-JBC-O11,Implement multimodal join composition,CellShard,CSCOMP,Typed atom composition DAG,compiler/composition,CS-JBC-L-COMPOSITION,settled required mechanism,Serial within CS-JBC-L-COMPOSITION; parallel with other provider/workstream lanes after JBC-G2-EVIDENCE-CERTIFICATION.,CS-JBC-O10,[proposed] include/CellShard/compiler/composition/;[proposed] src/compiler/composition/;[proposed] tests/jbc/composition/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-O12,Implement segment-alignment composition,CellShard,CSCOMP,Typed atom composition DAG,compiler/composition,CS-JBC-L-COMPOSITION,settled required mechanism,Serial within CS-JBC-L-COMPOSITION; parallel with other provider/workstream lanes after JBC-G2-EVIDENCE-CERTIFICATION.,CS-JBC-O11,[proposed] include/CellShard/compiler/composition/;[proposed] src/compiler/composition/;[proposed] tests/jbc/composition/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-O13,Implement halo-extension composition,CellShard,CSCOMP,Typed atom composition DAG,compiler/composition,CS-JBC-L-COMPOSITION,settled required mechanism,Serial within CS-JBC-L-COMPOSITION; parallel with other provider/workstream lanes after JBC-G2-EVIDENCE-CERTIFICATION.,CS-JBC-O12,[proposed] include/CellShard/compiler/composition/;[proposed] src/compiler/composition/;[proposed] tests/jbc/composition/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-O14,Implement overlay application,CellShard,CSCOMP,Typed atom composition DAG,compiler/composition,CS-JBC-L-COMPOSITION,settled required mechanism,Serial within CS-JBC-L-COMPOSITION; parallel with other provider/workstream lanes after JBC-G2-EVIDENCE-CERTIFICATION.,CS-JBC-O13,[proposed] include/CellShard/compiler/composition/;[proposed] src/compiler/composition/;[proposed] tests/jbc/composition/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-O15,Implement value-plane substitution,CellShard,CSCOMP,Typed atom composition DAG,compiler/composition,CS-JBC-L-COMPOSITION,settled required mechanism,Serial within CS-JBC-L-COMPOSITION; parallel with other provider/workstream lanes after JBC-G2-EVIDENCE-CERTIFICATION.,CS-JBC-O14,[proposed] include/CellShard/compiler/composition/;[proposed] src/compiler/composition/;[proposed] tests/jbc/composition/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-O16,Implement physical-view addition,CellShard,CSCOMP,Typed atom composition DAG,compiler/composition,CS-JBC-L-COMPOSITION,settled required mechanism,Serial within CS-JBC-L-COMPOSITION; parallel with other provider/workstream lanes after JBC-G2-EVIDENCE-CERTIFICATION.,CS-JBC-O15,[proposed] include/CellShard/compiler/composition/;[proposed] src/compiler/composition/;[proposed] tests/jbc/composition/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-O17,Implement transpose-overlay composition,CellShard,CSCOMP,Typed atom composition DAG,compiler/composition,CS-JBC-L-COMPOSITION,settled required mechanism,Serial within CS-JBC-L-COMPOSITION; parallel with other provider/workstream lanes after JBC-G2-EVIDENCE-CERTIFICATION.,CS-JBC-O16,[proposed] include/CellShard/compiler/composition/;[proposed] src/compiler/composition/;[proposed] tests/jbc/composition/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-O18,Implement projection-packing composition,CellShard,CSCOMP,Typed atom composition DAG,compiler/composition,CS-JBC-L-COMPOSITION,settled required mechanism,Serial within CS-JBC-L-COMPOSITION; parallel with other provider/workstream lanes after JBC-G2-EVIDENCE-CERTIFICATION.,CS-JBC-O17,[proposed] include/CellShard/compiler/composition/;[proposed] src/compiler/composition/;[proposed] tests/jbc/composition/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-O19,Implement persistent-order linking,CellShard,CSCOMP,Typed atom composition DAG,compiler/composition,CS-JBC-L-COMPOSITION,settled required mechanism,Serial within CS-JBC-L-COMPOSITION; parallel with other provider/workstream lanes after JBC-G2-EVIDENCE-CERTIFICATION.,CS-JBC-O18,[proposed] include/CellShard/compiler/composition/;[proposed] src/compiler/composition/;[proposed] tests/jbc/composition/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-O20,Implement parameter-binding composition,CellShard,CSCOMP,Typed atom composition DAG,compiler/composition,CS-JBC-L-COMPOSITION,settled required mechanism,Serial within CS-JBC-L-COMPOSITION; parallel with other provider/workstream lanes after JBC-G2-EVIDENCE-CERTIFICATION.,CS-JBC-O19,[proposed] include/CellShard/compiler/composition/;[proposed] src/compiler/composition/;[proposed] tests/jbc/composition/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-O21,Implement partial-result combination composition,CellShard,CSCOMP,Typed atom composition DAG,compiler/composition,CS-JBC-L-COMPOSITION,settled required mechanism,Serial within CS-JBC-L-COMPOSITION; parallel with other provider/workstream lanes after JBC-G2-EVIDENCE-CERTIFICATION.,CS-JBC-O20,[proposed] include/CellShard/compiler/composition/;[proposed] src/compiler/composition/;[proposed] tests/jbc/composition/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-O22,Implement relation-bundle composition,CellShard,CSCOMP,Typed atom composition DAG,compiler/composition,CS-JBC-L-COMPOSITION,settled required mechanism,Serial within CS-JBC-L-COMPOSITION; parallel with other provider/workstream lanes after JBC-G2-EVIDENCE-CERTIFICATION.,CS-JBC-O21,[proposed] include/CellShard/compiler/composition/;[proposed] src/compiler/composition/;[proposed] tests/jbc/composition/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-O23,Implement graph-prefix and trajectory-prefix composition,CellShard,CSCOMP,Typed atom composition DAG,compiler/composition,CS-JBC-L-COMPOSITION,settled required mechanism,Serial within CS-JBC-L-COMPOSITION; parallel with other provider/workstream lanes after JBC-G2-EVIDENCE-CERTIFICATION.,CS-JBC-O22,[proposed] include/CellShard/compiler/composition/;[proposed] src/compiler/composition/;[proposed] tests/jbc/composition/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-O24,Implement transform chaining and derivation-DAG integration,CellShard,CSCOMP,Typed atom composition DAG,compiler/composition,CS-JBC-L-COMPOSITION,settled required mechanism,Serial within CS-JBC-L-COMPOSITION; parallel with other provider/workstream lanes after JBC-G2-EVIDENCE-CERTIFICATION.,CS-JBC-O23,[proposed] include/CellShard/compiler/composition/;[proposed] src/compiler/composition/;[proposed] tests/jbc/composition/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-G01,Implement the typed grammar symbol table,CellShard,CSGRAM,Explicit typed biological execution grammar,compiler/grammar/explicit,CS-JBC-L-EXPLICIT-GRAMMAR,settled required mechanism,Serial within CS-JBC-L-EXPLICIT-GRAMMAR; parallel with other provider/workstream lanes after JBC-G2-EVIDENCE-CERTIFICATION.,CS-JBC-O24,[proposed] include/CellShard/compiler/grammar/;[proposed] src/compiler/grammar/explicit/;[proposed] tests/jbc/grammar/explicit/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-G02,Implement the explicit production registry,CellShard,CSGRAM,Explicit typed biological execution grammar,compiler/grammar/explicit,CS-JBC-L-EXPLICIT-GRAMMAR,settled required mechanism,Serial within CS-JBC-L-EXPLICIT-GRAMMAR; parallel with other provider/workstream lanes after JBC-G2-EVIDENCE-CERTIFICATION.,CS-JBC-G01,[proposed] include/CellShard/compiler/grammar/;[proposed] src/compiler/grammar/explicit/;[proposed] tests/jbc/grammar/explicit/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-G03,Define production-parameter schemas,CellShard,CSGRAM,Explicit typed biological execution grammar,compiler/grammar/explicit,CS-JBC-L-EXPLICIT-GRAMMAR,settled required mechanism,Serial within CS-JBC-L-EXPLICIT-GRAMMAR; parallel with other provider/workstream lanes after JBC-G2-EVIDENCE-CERTIFICATION.,CS-JBC-G02,[proposed] include/CellShard/compiler/grammar/;[proposed] src/compiler/grammar/explicit/;[proposed] tests/jbc/grammar/explicit/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-G04,Implement exact coverage-equation evaluation,CellShard,CSGRAM,Explicit typed biological execution grammar,compiler/grammar/explicit,CS-JBC-L-EXPLICIT-GRAMMAR,settled required mechanism,Serial within CS-JBC-L-EXPLICIT-GRAMMAR; parallel with other provider/workstream lanes after JBC-G2-EVIDENCE-CERTIFICATION.,CS-JBC-G03,[proposed] include/CellShard/compiler/grammar/;[proposed] src/compiler/grammar/explicit/;[proposed] tests/jbc/grammar/explicit/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-G05,Implement the explicit grammar builder,CellShard,CSGRAM,Explicit typed biological execution grammar,compiler/grammar/explicit,CS-JBC-L-EXPLICIT-GRAMMAR,settled required mechanism,Serial within CS-JBC-L-EXPLICIT-GRAMMAR; parallel with other provider/workstream lanes after JBC-G2-EVIDENCE-CERTIFICATION.,CS-JBC-G04,[proposed] include/CellShard/compiler/grammar/;[proposed] src/compiler/grammar/explicit/;[proposed] tests/jbc/grammar/explicit/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-G06,Implement portable grammar serialization,CellShard,CSGRAM,Explicit typed biological execution grammar,compiler/grammar/explicit,CS-JBC-L-EXPLICIT-GRAMMAR,settled required mechanism,Serial within CS-JBC-L-EXPLICIT-GRAMMAR; parallel with other provider/workstream lanes after JBC-G2-EVIDENCE-CERTIFICATION.,CS-JBC-G05,[proposed] include/CellShard/compiler/grammar/;[proposed] src/compiler/grammar/explicit/;[proposed] tests/jbc/grammar/explicit/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-G07,Build derivation DAGs and enforce cycle safety,CellShard,CSGRAM,Explicit typed biological execution grammar,compiler/grammar/explicit,CS-JBC-L-EXPLICIT-GRAMMAR,settled required mechanism,Serial within CS-JBC-L-EXPLICIT-GRAMMAR; parallel with other provider/workstream lanes after JBC-G2-EVIDENCE-CERTIFICATION.,CS-JBC-G06,[proposed] include/CellShard/compiler/grammar/;[proposed] src/compiler/grammar/explicit/;[proposed] tests/jbc/grammar/explicit/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-G08,Implement independent derivation validation and receipts,CellShard,CSGRAM,Explicit typed biological execution grammar,compiler/grammar/explicit,CS-JBC-L-EXPLICIT-GRAMMAR,settled required mechanism,Serial within CS-JBC-L-EXPLICIT-GRAMMAR; parallel with other provider/workstream lanes after JBC-G2-EVIDENCE-CERTIFICATION.,CS-JBC-G07,[proposed] include/CellShard/compiler/grammar/;[proposed] src/compiler/grammar/explicit/;[proposed] tests/jbc/grammar/explicit/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-G09,"Implement grammar simplification, deduplication, and dead-production removal",CellShard,CSGRAM,Explicit typed biological execution grammar,compiler/grammar/explicit,CS-JBC-L-EXPLICIT-GRAMMAR,settled required mechanism,Serial within CS-JBC-L-EXPLICIT-GRAMMAR; parallel with other provider/workstream lanes after JBC-G2-EVIDENCE-CERTIFICATION.,CS-JBC-G08,[proposed] include/CellShard/compiler/grammar/;[proposed] src/compiler/grammar/explicit/;[proposed] tests/jbc/grammar/explicit/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-G10,Integrate the flat-basis fallback,CellShard,CSGRAM,Explicit typed biological execution grammar,compiler/grammar/explicit,CS-JBC-L-EXPLICIT-GRAMMAR,settled required mechanism,Serial within CS-JBC-L-EXPLICIT-GRAMMAR; parallel with other provider/workstream lanes after JBC-G2-EVIDENCE-CERTIFICATION.,CS-JBC-G09,[proposed] include/CellShard/compiler/grammar/;[proposed] src/compiler/grammar/explicit/;[proposed] tests/jbc/grammar/explicit/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
